Neighborhood,Id,FinishedBasement,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,BathTotal,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice,Zeros,YearBuilt2,YearsFromNow,LOG(YFN),OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,KitchenQual_NUM,QUALITY,logqual,tot_porch
NridgHt,35,1,1153,0,408,1,1561,1561,0,1561,1,0,2,0,2,2,1,6,2,203,47,1.672097858,0,0,0,0,277500,8,2005,15,1.176091259,9,5,5,3,5,27,1.84509804,0
NridgHt,36,0,0,0,1117,1,1117,1132,1320,2452,0,0,3,1,4,3.5,1,9,3,113,32,1.505149978,0,0,0,0,309000,9,2004,16,1.204119983,8,5,4,3,4,24,1.77815125,0
NridgHt,46,1,456,0,1296,1,1752,1752,0,1752,1,0,2,0,2,2,1,6,2,196,82,1.913813852,0,0,0,0,319900,8,2005,15,1.176091259,9,5,5,3,5,27,1.84509804,0
NridgHt,63,1,24,0,1346,1,1370,1370,0,1370,0,0,2,0,2,2,1,6,2,120,49,1.69019608,0,0,0,0,202500,9,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,66,0,0,0,1143,1,1143,1143,1330,2473,0,0,2,1,4,2.5,1,9,3,192,151,2.178976947,0,0,0,0,317000,9,2004,16,1.204119983,8,5,4,3,4,24,1.77815125,0
NridgHt,152,1,1400,0,310,1,1710,1710,0,1710,1,0,2,0,2,2,1,6,3,0,102,2.008600172,0,0,0,0,372402,9,2007,13,1.113943352,8,5,4,3,4,24,1.77815125,0
NridgHt,162,1,1016,0,556,1,1572,1572,1096,2668,1,0,2,1,3,2.5,1,10,3,400,0,0.01,0,0,0,0,412500,7,2003,17,1.230448921,9,5,4,3,5,26,1.826074803,0
NridgHt,163,1,1201,0,340,1,1541,1541,0,1541,0,0,2,0,3,2,1,7,2,0,70,1.84509804,0,0,0,0,220000,10,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
NridgHt,168,1,1288,0,294,1,1582,1610,551,2161,1,0,1,1,3,1.5,1,8,3,178,120,2.079181246,0,0,0,0,325624,6,2007,13,1.113943352,8,5,4,3,5,25,1.792391689,0
NridgHt,200,1,1088,0,625,1,1713,1713,0,1713,1,0,2,0,3,2,1,7,3,0,26,1.414973348,0,0,170,0,274900,8,2004,16,1.204119983,8,5,4,3,5,25,1.792391689,170
NridgHt,225,1,56,0,2336,1,2392,2392,0,2392,0,0,2,0,3,2,1,8,3,248,105,2.021189299,0,0,0,0,386250,9,2003,17,1.230448921,10,5,5,3,5,28,1.875061263,0
NridgHt,239,0,0,0,1694,1,1694,1694,0,1694,0,0,2,0,3,2,1,7,3,168,228,2.357934847,0,0,0,0,318000,11,2007,13,1.113943352,8,5,5,3,4,25,1.799340549,0
NridgHt,279,0,0,0,2121,1,2121,2121,0,2121,0,0,2,1,3,2.5,1,8,3,124,98,1.991226076,0,0,142,0,415298,9,2006,14,1.146128036,9,5,5,3,5,27,1.84509804,142
NridgHt,283,1,904,0,410,1,1314,1314,0,1314,1,0,2,0,2,2,1,6,2,172,62,1.792391689,0,0,0,0,207500,8,2007,13,1.113943352,7,5,4,3,4,23,1.740362689,0
NridgHt,310,1,1274,0,622,1,1896,1944,0,1944,1,0,2,0,3,2,1,8,3,208,175,2.243038049,0,0,0,0,360000,8,2003,17,1.230448921,9,5,4,3,5,26,1.826074803,0
NridgHt,321,0,0,0,1249,1,1249,1249,1347,2596,0,0,3,1,4,3.5,1,9,3,240,154,2.187520721,0,0,0,0,342643,9,2006,14,1.146128036,9,5,3,3,4,24,1.792391689,0
NridgHt,322,1,970,0,166,1,1136,1136,1332,2468,1,0,2,1,4,2.5,1,10,3,184,154,2.187520721,0,0,0,0,354000,6,2004,16,1.204119983,8,5,4,3,4,24,1.77815125,0
NridgHt,333,1,1124,479,1603,1,3206,1629,0,1629,1,0,2,0,3,2,1,7,3,0,0,0.01,0,0,0,0,284000,9,2003,17,1.230448921,8,5,4,3,4,24,1.77815125,0
NridgHt,334,1,720,0,638,1,1358,1358,0,1358,1,0,2,0,2,2,1,6,2,192,30,1.477121255,0,0,0,0,207000,8,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
NridgHt,344,1,28,0,1656,1,1684,1684,0,1684,0,0,2,0,2,2,1,6,2,495,72,1.857332496,0,0,0,0,266000,9,2005,15,1.176091259,9,5,5,3,5,27,1.84509804,0
NridgHt,349,1,573,0,191,1,764,764,862,1626,1,0,2,1,2,2.5,1,6,2,0,27,1.431363764,0,0,0,0,154000,7,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
NridgHt,350,1,1410,0,438,1,1848,1848,880,2728,1,0,2,1,4,2.5,1,10,3,0,0,0.01,0,0,0,0,437154,8,2005,15,1.176091259,9,5,5,3,5,27,1.84509804,0
NridgHt,351,0,0,0,1869,1,1869,1869,0,1869,0,0,2,0,2,2,1,6,2,210,54,1.73239376,0,0,0,0,318061,11,2007,13,1.113943352,9,5,5,3,5,27,1.84509804,0
NridgHt,390,1,1280,0,402,1,1682,1742,590,2332,1,0,2,1,3,2.5,1,9,3,196,134,2.127104798,0,0,0,0,426000,6,2007,13,1.113943352,10,5,5,3,5,28,1.875061263,0
NridgHt,409,0,0,0,1063,1,1063,1071,1101,2172,0,0,2,1,3,2.5,1,9,3,192,62,1.792391689,0,0,0,0,280000,9,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
NridgHt,441,1,1767,539,788,1,3094,2402,0,2402,1,0,2,0,2,2,1,10,3,0,72,1.857332496,0,0,170,0,555000,7,2008,12,1.079181246,10,5,5,3,5,28,1.875061263,170
NridgHt,469,0,0,0,1626,1,1626,1634,0,1634,0,0,2,0,3,2,1,7,3,0,44,1.643452676,0,0,0,0,250000,12,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,474,1,1350,0,626,1,1976,1976,0,1976,1,0,2,0,2,2,1,7,3,250,63,1.799340549,0,0,0,0,440000,8,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,478,0,0,0,2153,1,2153,2069,574,2643,0,0,2,1,3,2.5,1,9,3,414,84,1.924279286,0,0,0,0,380000,9,2006,14,1.146128036,9,5,5,3,5,27,1.84509804,0
NridgHt,481,1,1261,0,572,1,1833,1850,0,1850,1,0,2,0,3,2,1,8,3,519,112,2.049218023,0,0,0,0,326000,8,2004,16,1.204119983,9,5,4,3,4,25,1.812913357,0
NridgHt,482,1,1567,0,225,1,1792,1792,0,1792,1,0,2,0,2,2,1,6,3,206,49,1.69019608,0,0,0,0,374000,8,2003,17,1.230448921,9,5,4,3,5,26,1.826074803,0
NridgHt,512,0,0,0,1368,1,1368,1368,0,1368,0,0,2,0,2,2,1,6,2,132,35,1.544068044,0,0,0,0,202665,11,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
NridgHt,516,1,1436,0,570,1,2006,2020,0,2020,1,0,2,1,3,2.5,1,9,3,156,54,1.73239376,0,0,0,0,402861,7,2009,11,1.041392685,10,5,5,3,5,28,1.875061263,0
NridgHt,528,1,1330,0,122,1,1452,1476,1237,2713,1,0,2,1,3,2.5,1,11,3,126,66,1.819543936,0,0,0,0,446261,6,2008,12,1.079181246,9,5,5,3,5,27,1.84509804,0
NridgHt,553,0,0,0,1709,1,1709,1717,0,1717,0,0,2,0,3,2,1,7,3,169,39,1.591064607,0,0,0,0,255500,11,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,555,1,866,0,132,1,998,1006,1040,2046,1,0,2,1,3,2.5,1,8,3,320,62,1.792391689,0,0,0,0,284000,6,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
NridgHt,568,1,2,0,1515,1,1517,1535,0,1535,0,0,2,0,3,2,1,7,2,0,0,0.01,0,0,0,0,214000,11,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
NridgHt,582,0,0,0,2042,1,2042,2042,0,2042,0,0,2,1,3,2.5,1,8,3,0,90,1.954242509,0,0,0,0,253293,11,2008,12,1.079181246,8,5,5,3,5,26,1.812913357,0
NridgHt,592,1,1338,0,384,1,1722,1728,568,2296,1,0,2,1,3,2.5,1,10,3,382,274,2.437750563,0,0,0,0,451950,6,2008,12,1.079181246,10,5,5,3,5,28,1.875061263,0
NridgHt,601,1,546,0,512,1,1058,1058,846,1904,1,0,2,1,3,2.5,1,8,2,179,60,1.77815125,0,0,0,0,275000,6,2005,15,1.176091259,8,5,4,3,5,25,1.792391689,0
NridgHt,619,1,48,0,1774,1,1822,1828,0,1828,0,0,2,0,3,2,1,9,3,0,108,2.033423755,0,0,260,0,314813,9,2007,13,1.113943352,9,5,5,3,4,26,1.832508913,260
NridgHt,632,1,24,0,1530,1,1554,1554,0,1554,0,0,2,0,2,2,1,6,2,156,73,1.86332286,0,0,0,0,209500,9,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,641,1,1218,0,300,1,1518,1518,0,1518,0,0,1,1,1,1.5,1,6,2,185,140,2.146128036,0,0,0,0,274000,8,2003,17,1.230448921,8,5,5,3,5,26,1.812913357,0
NridgHt,690,1,20,0,1342,1,1362,1362,0,1362,0,0,2,0,2,2,1,6,2,192,28,1.447158031,0,0,0,0,194700,9,2005,15,1.176091259,6,5,4,3,4,22,1.698970004,0
NridgHt,708,1,863,0,461,1,1324,1324,0,1324,1,0,2,0,2,2,1,6,2,192,38,1.579783597,0,0,0,0,254000,8,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,754,0,0,0,1030,1,1030,1038,1060,2098,0,0,2,1,3,2.5,1,8,3,192,52,1.716003344,0,0,0,0,275500,9,2005,15,1.176091259,8,5,4,3,5,25,1.792391689,0
NridgHt,775,0,0,0,1935,1,1935,1973,0,1973,0,0,2,0,3,2,1,9,3,315,45,1.653212514,0,0,0,0,395000,11,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
NridgHt,799,0,0,0,1926,1,1926,1966,1174,3140,0,0,3,1,4,3.5,1,11,3,144,78,1.892094603,0,0,0,0,485000,9,2008,12,1.079181246,9,5,5,3,5,27,1.84509804,0
NridgHt,804,0,0,0,1734,1,1734,1734,1088,2822,0,0,3,1,4,3.5,1,12,3,52,170,2.230448921,0,0,192,0,582933,8,2008,12,1.079181246,9,5,5,3,5,27,1.84509804,192
NridgHt,820,1,733,0,625,1,1358,1358,0,1358,1,0,2,0,2,2,1,6,2,192,35,1.544068044,0,0,0,0,224000,8,2009,11,1.041392685,7,5,4,3,4,23,1.740362689,0
NridgHt,826,1,1636,0,442,1,2078,2084,0,2084,1,0,2,0,2,2,1,7,3,188,45,1.653212514,0,0,0,0,385000,8,2007,13,1.113943352,10,5,5,3,5,28,1.875061263,0
NridgHt,878,1,1170,0,292,1,1462,1462,762,2224,1,0,2,1,4,2.5,1,10,3,184,0,0.01,0,0,0,0,350000,7,2004,16,1.204119983,9,5,4,3,5,26,1.826074803,0
NridgHt,899,1,2188,0,142,1,2330,2364,0,2364,1,0,2,1,2,2.5,1,11,3,0,67,1.826074803,0,0,0,0,611657,8,2009,11,1.041392685,9,5,5,3,5,27,1.84509804,0
NridgHt,927,0,0,0,1181,1,1181,1234,1140,2374,0,0,2,1,4,2.5,1,10,3,104,100,2,0,0,0,0,285000,9,2003,17,1.230448921,8,5,4,3,5,25,1.792391689,0
NridgHt,972,1,567,0,197,1,764,764,862,1626,0,0,2,0,2,2,1,6,2,0,27,1.431363764,0,0,0,0,173000,9,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
NridgHt,988,1,1646,0,284,1,1930,1940,0,1940,1,0,2,1,3,2.5,1,8,3,168,95,1.977723605,0,0,0,0,395192,7,2009,11,1.041392685,9,5,5,3,5,27,1.84509804,0
NridgHt,995,1,1172,0,528,1,1700,1718,0,1718,1,0,2,0,3,2,1,7,3,216,48,1.681241237,0,0,0,0,337500,8,2006,14,1.146128036,10,5,5,3,5,28,1.875061263,0
NridgHt,1043,1,900,0,406,1,1306,1306,0,1306,1,0,2,0,1,2,1,5,2,170,63,1.799340549,0,0,0,0,196000,8,2005,15,1.176091259,6,5,4,3,4,22,1.698970004,0
NridgHt,1057,1,659,0,705,1,1364,1364,0,1364,1,0,2,0,2,2,1,6,2,192,36,1.556302501,0,0,0,0,185850,8,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
NridgHt,1059,1,936,0,168,1,1104,1130,1054,2184,1,0,2,1,3,2.5,1,10,3,0,102,2.008600172,0,0,0,0,335000,7,2008,12,1.079181246,9,5,5,3,5,27,1.84509804,0
NridgHt,1110,1,1039,0,797,1,1836,1836,0,1836,1,0,2,0,3,2,1,7,3,125,185,2.267171728,0,0,0,0,280000,8,2004,16,1.204119983,8,5,4,3,4,24,1.77815125,0
NridgHt,1116,1,1004,0,730,1,1734,1734,0,1734,1,0,2,0,3,2,1,7,3,0,0,0.01,0,0,0,0,318000,10,2007,13,1.113943352,8,5,4,3,5,25,1.792391689,0
NridgHt,1158,1,904,0,410,1,1314,1314,0,1314,1,0,2,0,2,2,1,6,2,172,62,1.792391689,0,0,0,0,230000,8,2007,13,1.113943352,7,5,4,3,4,23,1.740362689,0
NridgHt,1166,0,0,0,1502,1,1502,1502,0,1502,0,0,2,0,3,2,1,7,2,0,114,2.056904851,0,0,0,0,233170,12,2009,11,1.041392685,7,5,4,3,4,23,1.740362689,0
NridgHt,1229,1,1540,0,162,1,1702,1702,0,1702,1,0,1,1,1,1.5,1,7,3,0,72,1.857332496,0,0,224,0,367294,7,2008,12,1.079181246,9,5,5,3,5,27,1.84509804,224
NridgHt,1237,0,0,0,764,1,764,764,862,1626,0,0,2,1,2,2.5,1,6,2,0,27,1.431363764,0,0,0,0,175500,10,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
NridgHt,1244,1,1386,0,690,1,2076,2076,0,2076,1,0,2,1,2,2.5,1,7,3,216,229,2.359835482,0,0,0,0,465000,7,2006,14,1.146128036,10,5,5,3,5,28,1.875061263,0
NridgHt,1252,0,0,0,1405,1,1405,1405,0,1405,0,0,2,0,2,2,1,6,2,148,36,1.556302501,0,0,0,0,171750,11,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
NridgHt,1290,0,0,0,1085,1,1085,1120,850,1970,0,0,2,1,3,2.5,1,8,3,177,74,1.86923172,0,0,0,0,281000,9,2006,14,1.146128036,8,5,4,3,5,25,1.792391689,0
NridgHt,1306,1,1572,0,80,1,1652,1652,0,1652,1,0,2,0,2,2,1,6,2,404,102,2.008600172,0,0,0,0,325000,8,2006,14,1.146128036,9,5,4,3,5,26,1.826074803,0
NridgHt,1307,0,0,0,1368,1,1368,1368,0,1368,0,0,2,0,2,2,1,6,2,132,35,1.544068044,0,0,0,0,202500,11,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
NridgHt,1360,1,1447,0,533,1,1980,1980,0,1980,1,0,2,0,3,2,1,8,3,194,45,1.653212514,0,0,0,0,315000,8,2004,16,1.204119983,9,5,4,3,5,26,1.826074803,0
NridgHt,1438,1,1336,0,596,1,1932,1932,0,1932,1,0,2,0,2,2,1,7,3,0,66,1.819543936,0,304,0,0,394617,8,2008,12,1.079181246,8,5,5,3,5,26,1.812913357,304
NWAmes,8,1,859,32,216,1,1107,1107,983,2090,1,0,2,1,3,2.5,1,7,2,235,204,2.309630167,228,0,0,0,200000,4,1973,47,1.672097858,7,6,3,3,3,22,1.755874856,228
NWAmes,101,1,1200,0,410,1,1610,1610,0,1610,1,0,2,0,3,2,1,6,2,168,68,1.832508913,0,0,0,0,205000,8,1977,43,1.633468456,6,7,3,3,4,23,1.770852012,0
NWAmes,110,1,705,0,1139,1,1844,1844,0,1844,0,0,2,0,3,2,1,7,2,0,122,2.086359831,0,0,0,0,190000,10,1977,43,1.633468456,6,6,3,3,3,21,1.707570176,0
NWAmes,125,0,0,0,1362,1,1362,1586,0,1586,0,0,2,0,3,2,1,7,2,192,0,0.01,0,0,0,0,181000,12,1979,41,1.612783857,6,5,3,4,3,21,1.681241237,0
NWAmes,136,0,0,0,1304,1,1304,1682,0,1682,0,0,2,0,3,2,1,7,2,98,0,0.01,0,0,0,0,174000,12,1970,50,1.698970004,7,6,3,3,3,22,1.755874856,0
NWAmes,153,1,416,0,409,1,825,1097,896,1993,0,0,2,1,4,2.5,1,8,2,0,66,1.819543936,0,0,0,0,190000,8,1971,49,1.69019608,6,5,3,3,3,20,1.653212514,0
NWAmes,223,1,550,0,163,1,713,811,741,1552,1,0,2,1,3,2.5,1,6,2,209,208,2.318063335,0,0,0,0,179900,6,1975,45,1.653212514,6,6,3,3,3,21,1.707570176,0
NWAmes,246,1,929,0,916,1,1845,1872,0,1872,0,1,2,0,3,2,1,6,2,197,39,1.591064607,0,0,0,0,241500,8,1988,32,1.505149978,7,5,3,3,3,21,1.698970004,0
NWAmes,266,1,588,228,606,1,1422,1422,0,1422,0,0,2,0,3,2,1,7,2,276,0,0.01,0,0,0,0,175500,9,1981,39,1.591064607,6,6,3,4,4,23,1.748188027,0
NWAmes,294,1,795,0,0,1,795,1468,795,2263,1,0,2,1,3,2.5,1,9,2,0,250,2.397940009,0,0,0,0,235000,8,1977,43,1.633468456,7,7,3,3,4,24,1.819543936,0
NWAmes,299,1,384,175,143,1,702,1041,702,1743,0,1,1,2,3,2,1,7,2,224,0,0.01,0,0,0,0,175000,6,1968,52,1.716003344,6,6,4,3,3,22,1.73239376,0
NWAmes,317,1,692,0,153,1,845,1153,1200,2353,1,0,2,1,4,2.5,1,10,2,288,195,2.290034611,0,0,0,0,260000,6,1980,40,1.602059991,7,7,4,3,5,26,1.851258349,0
NWAmes,320,1,1036,0,336,1,1372,1472,0,1472,1,0,2,0,3,2,1,6,2,233,48,1.681241237,0,0,0,0,187500,8,1980,40,1.602059991,7,5,3,3,3,21,1.698970004,0
NWAmes,339,1,213,0,995,1,1208,1621,0,1621,1,0,2,0,3,2,1,8,2,108,45,1.653212514,0,0,0,0,202500,8,1984,36,1.556302501,7,7,4,3,4,25,1.838849091,0
NWAmes,365,1,712,0,84,1,796,790,784,1574,1,0,2,1,3,2.5,1,6,2,306,111,2.045322979,0,0,0,0,190000,6,1976,44,1.643452676,6,5,3,3,3,20,1.653212514,0
NWAmes,422,1,1246,0,356,1,1602,1602,0,1602,0,1,2,0,3,2,1,8,2,240,0,0.01,0,0,0,0,215000,9,1977,43,1.633468456,6,7,4,3,4,24,1.792391689,0
NWAmes,456,1,916,0,326,1,1242,1242,0,1242,0,0,1,1,3,1.5,1,6,2,0,0,0.01,0,0,0,0,175500,10,1973,47,1.672097858,7,6,3,3,3,22,1.755874856,0
NWAmes,472,0,0,0,808,1,808,1161,808,1969,0,0,2,1,3,2.5,1,8,2,0,0,0.01,0,0,276,0,190000,10,1977,43,1.633468456,7,6,3,3,3,22,1.755874856,276
NWAmes,488,1,998,0,486,1,1484,1484,0,1484,0,0,2,0,3,2,1,7,2,224,0,0.01,0,0,180,0,175000,9,1971,49,1.69019608,5,6,3,3,3,20,1.653212514,180
NWAmes,517,0,0,0,689,1,689,1378,741,2119,0,0,2,1,3,2.5,1,7,2,0,104,2.017033339,0,0,0,0,158000,10,1972,48,1.681241237,6,6,3,3,3,21,1.707570176,0
NWAmes,543,1,144,1127,379,1,1650,1680,0,1680,1,0,2,0,3,2,1,7,2,78,73,1.86332286,0,0,0,0,213250,7,1998,22,1.342422681,7,5,4,3,4,23,1.740362689,0
NWAmes,546,1,1002,202,0,1,1204,1377,806,2183,0,0,2,1,4,2.5,1,9,3,0,0,0.01,0,0,0,0,229000,9,1988,32,1.505149978,7,5,4,4,4,24,1.770852012,0
NWAmes,612,1,605,0,427,1,1032,1032,0,1032,0,1,2,0,3,2,1,6,2,0,0,0.01,0,0,0,0,148000,10,1978,42,1.62324929,6,6,3,3,3,21,1.707570176,0
NWAmes,622,1,956,182,384,1,1522,1548,1066,2614,0,0,2,1,4,2.5,1,9,2,38,243,2.385606274,0,0,0,0,240000,6,1974,46,1.662757832,6,7,3,3,3,22,1.755874856,0
NWAmes,625,1,247,0,485,1,732,1012,778,1790,1,0,1,2,4,2,1,8,2,148,0,0.01,0,0,147,0,165150,6,1972,48,1.681241237,6,5,3,3,3,20,1.653212514,147
NWAmes,633,1,822,0,564,1,1386,1411,0,1411,0,0,2,0,3,2,1,6,2,192,0,0.01,0,0,0,0,82500,10,1977,43,1.633468456,7,5,3,4,3,22,1.72427587,0
NWAmes,644,1,493,287,0,1,780,780,840,1620,0,0,2,1,4,2.5,1,7,2,208,0,0.01,0,0,0,0,152000,8,1969,51,1.707570176,5,5,3,3,3,19,1.602059991,0
NWAmes,661,0,0,0,793,1,793,1142,793,1935,0,0,2,1,3,2.5,1,7,2,0,113,2.053078443,252,0,0,0,197900,9,1976,44,1.643452676,7,7,3,3,3,23,1.806179974,252
NWAmes,702,0,0,0,1164,1,1164,1164,0,1164,0,0,1,1,3,1.5,1,6,2,0,0,0.01,0,0,0,0,140000,12,1969,51,1.707570176,7,5,3,3,3,21,1.698970004,0
NWAmes,716,0,0,0,1064,1,1064,1350,0,1350,0,0,2,0,3,2,1,7,2,0,0,0.01,0,0,0,0,165000,13,1974,46,1.662757832,6,5,3,3,3,20,1.653212514,0
NWAmes,718,1,1084,0,92,1,1176,1178,0,1178,0,1,1,1,3,1.5,1,5,2,224,0,0.01,0,0,0,0,157000,8,1973,47,1.672097858,5,6,3,3,4,21,1.672097858,0
NWAmes,746,1,575,80,487,1,1142,1175,1540,2715,0,1,3,1,4,3.5,1,11,2,0,204,2.309630167,0,0,0,0,299800,6,1976,44,1.643452676,8,9,5,4,4,30,2,0
NWAmes,767,1,394,0,586,1,980,980,734,1714,0,0,2,1,3,2.5,1,7,2,228,66,1.819543936,156,0,0,0,196500,6,1988,32,1.505149978,7,5,3,3,3,21,1.698970004,156
NWAmes,786,1,251,630,491,1,1372,1342,0,1342,0,0,2,0,3,2,1,7,2,0,0,0.01,0,0,197,0,161500,9,1967,53,1.72427587,6,5,3,3,3,20,1.653212514,197
NWAmes,811,1,663,377,0,1,1040,1309,0,1309,1,0,1,1,3,1.5,1,5,2,265,0,0.01,0,0,0,648,181000,7,1974,46,1.662757832,6,6,3,3,4,22,1.72427587,0
NWAmes,859,0,0,0,1090,1,1090,1370,0,1370,0,0,2,0,3,2,1,6,2,0,0,0.01,0,0,0,0,152000,13,1976,44,1.643452676,7,5,3,3,3,21,1.698970004,0
NWAmes,860,1,619,0,435,1,1054,1512,1142,2654,1,0,2,1,4,2.5,1,9,2,0,65,1.812913357,0,0,222,0,250000,6,1968,52,1.716003344,6,7,3,3,4,23,1.770852012,222
NWAmes,925,1,625,1061,0,1,1686,1686,0,1686,1,0,2,0,3,2,1,7,2,384,131,2.117271296,0,0,0,0,207500,8,1980,40,1.602059991,6,6,3,4,3,22,1.73239376,0
NWAmes,926,1,767,93,266,1,1126,1126,0,1126,0,1,2,0,3,2,1,6,2,180,0,0.01,0,0,0,0,175000,8,1977,43,1.633468456,5,6,3,3,5,22,1.69019608,0
NWAmes,928,1,552,0,280,1,832,1098,880,1978,0,0,2,1,4,2.5,1,9,2,0,43,1.633468456,0,0,0,0,176000,8,1968,52,1.716003344,7,5,3,3,3,21,1.698970004,0
NWAmes,950,1,982,0,179,1,1161,1381,0,1381,1,0,1,1,3,1.5,1,5,2,0,0,0.01,0,0,0,0,197500,9,1972,48,1.681241237,6,7,3,3,4,23,1.770852012,0
NWAmes,962,1,896,0,434,1,1330,1542,1330,2872,1,0,2,1,4,2.5,1,11,2,550,282,2.450249108,0,0,0,0,272000,6,1977,43,1.633468456,6,7,3,4,3,23,1.77815125,0
NWAmes,989,1,156,0,692,1,848,1118,912,2030,0,0,2,1,4,2.5,1,8,2,0,224,2.350248018,0,0,0,0,195000,8,1976,44,1.643452676,6,6,3,3,4,22,1.72427587,0
NWAmes,998,0,0,0,1442,1,1442,1442,0,1442,0,0,2,0,2,2,1,6,2,371,0,0.01,0,0,0,0,185000,12,1970,50,1.698970004,6,6,3,3,3,21,1.707570176,0
NWAmes,1004,0,0,0,1680,1,1680,1680,0,1680,0,0,2,0,4,2,2,8,2,0,0,0.01,0,0,0,0,136905,13,1976,44,1.643452676,5,6,3,3,3,20,1.653212514,0
NWAmes,1016,1,643,0,167,1,810,810,855,1665,1,0,2,1,3,2.5,1,6,2,0,45,1.653212514,0,0,0,0,227000,7,2001,19,1.278753601,8,6,4,3,4,25,1.832508913,0
NWAmes,1042,1,400,64,336,1,800,800,832,1632,0,1,1,1,4,1.5,1,7,2,0,40,1.602059991,0,0,0,0,173000,6,1966,54,1.73239376,6,8,3,3,4,24,1.812913357,0
NWAmes,1045,1,1104,0,1420,1,2524,2524,0,2524,1,0,2,1,4,2.5,1,9,2,474,120,2.079181246,0,0,0,0,278000,7,1981,39,1.591064607,8,5,4,3,4,24,1.77815125,0
NWAmes,1056,1,644,0,549,1,1193,1523,0,1523,0,1,2,0,3,2,1,7,2,0,0,0.01,0,0,189,0,180000,9,1976,44,1.643452676,6,5,3,3,3,20,1.653212514,189
NWAmes,1072,1,298,0,429,1,727,829,727,1556,0,0,1,1,4,1.5,1,8,2,0,0,0.01,0,0,0,0,154000,9,1968,52,1.716003344,6,6,3,3,3,21,1.707570176,0
NWAmes,1081,1,656,0,602,1,1258,1258,0,1258,0,1,2,0,3,2,1,5,2,55,0,0.01,0,216,0,0,145000,8,1971,49,1.69019608,6,7,4,4,4,25,1.819543936,216
NWAmes,1100,1,704,0,567,1,1271,1601,0,1601,0,0,2,0,3,2,1,7,2,0,0,0.01,0,0,0,0,157000,11,1978,42,1.62324929,7,5,3,3,3,21,1.698970004,0
NWAmes,1112,1,403,0,400,1,803,1098,866,1964,0,0,2,1,4,2.5,1,8,2,0,69,1.838849091,0,0,0,0,205000,8,1976,44,1.643452676,7,6,3,3,3,22,1.755874856,0
NWAmes,1142,1,381,0,399,1,780,1088,780,1868,1,0,2,1,4,2.5,1,9,2,448,96,1.982271233,0,0,0,0,197500,6,1976,44,1.643452676,5,7,3,4,4,23,1.740362689,0
NWAmes,1160,1,442,0,459,1,901,943,933,1876,0,0,2,1,4,2.5,1,8,2,0,69,1.838849091,0,0,0,0,185000,8,1974,46,1.662757832,6,6,4,3,4,23,1.748188027,0
NWAmes,1205,1,788,0,268,1,1056,1074,0,1074,1,0,1,1,3,1.5,1,6,2,0,88,1.944482672,0,0,0,0,153500,8,1975,45,1.653212514,5,6,3,3,3,20,1.653212514,0
NWAmes,1243,1,885,168,0,1,1053,1173,0,1173,1,0,2,0,3,2,1,6,2,0,120,2.079181246,0,0,0,0,170000,9,1974,46,1.662757832,7,6,3,3,4,23,1.770852012,0
NWAmes,1246,0,0,0,585,1,585,1140,728,1868,0,0,3,1,3,3.5,1,7,2,268,112,2.049218023,0,0,147,0,178000,8,1984,36,1.556302501,6,7,3,3,3,22,1.755874856,147
NWAmes,1272,0,0,0,1489,1,1489,1489,0,1489,0,0,2,0,3,2,1,7,2,0,0,0.01,0,0,0,0,185750,13,1968,52,1.716003344,6,7,3,3,4,23,1.770852012,0
NWAmes,1277,1,593,0,130,1,723,735,660,1395,0,1,1,1,3,1.5,1,6,2,294,116,2.064457989,0,0,0,0,162000,6,1972,48,1.681241237,6,6,3,3,3,21,1.707570176,0
NWAmes,1278,1,528,0,1152,1,1680,1724,0,1724,1,0,1,1,3,1.5,1,7,2,0,0,0.01,0,0,0,0,197900,9,1967,53,1.72427587,6,5,3,3,3,20,1.653212514,0
